"mean","se","p","lower_0.99","upper_0.99","lower_0.95","upper_0.95","lower_0.9","upper_0.9","lower_0.99_q","lower_0.95_q","lower_0.9_q","upper_0.9_q","upper_0.95_q","upper_0.99_q","SiteName","group_name","group_num","study_num","Rhat","Rhat_upper_CI","parameter","grouping","Period","Latitude","Longitude","maxTempChangeAnnual","se_maxTempChangeAnnual","meanTempChangeAnnual","se_meanTempChangeAnnual","Study","StudySite","trajectory_ID","minYear","maxYear","maxTempChangeAnnualSample","se_maxTempChangeAnnualSample","meanTempChangeAnnualSample","se_meanTempChangeAnnualSample","maxWaveChangeAnnualSample","se_maxWaveChangeAnnualSample","meanWaveChangeAnnualSample","se_maxWaveChangeAnnualSample.1","bigWaveYears"
0.016438,0.0371565,0.670889,-0.0801836,0.109899,-0.0586326,0.085235,-0.0412208,0.0798066,-0.077733,-0.0552665,-0.0443184,0.0773761,0.0898026,0.114072,"Estes_NPRB-Nizki-19-12-325:Estes_NPRB","Aleutian Islands",2,21,1.00041,1.00081,"site_slope","Ecoregion","1900-2015",52.738,174,0.00746049,0.00361343,0.00807297,0.00180866,"Estes_NPRB","Estes_NPRB-Nizki-19-12-325",325,1987,2008,0.0410414,0.0111359,0.0150836,0.00848881,NA,NA,NA,NA,NA
-0.00261232,0.0374119,0.486889,-0.100474,0.0899641,-0.0781797,0.066826,-0.0634377,0.0580505,-0.0984282,-0.0772756,-0.0642096,0.0575321,0.0689646,0.0928715,"Estes_NPRB-Nizki-22-12-326:Estes_NPRB","Aleutian Islands",2,21,1.00034,1.00127,"site_slope","Ecoregion","1900-2015",52.7305,174.02,0.00801634,0.00352777,0.00801503,0.00175221,"Estes_NPRB","Estes_NPRB-Nizki-22-12-326",326,1987,2008,0.0408438,0.0117619,0.0130055,0.00823462,NA,NA,NA,NA,NA
-0.0698087,0.0435534,0.0557778,-0.176486,0.0370577,-0.154829,0.0131861,-0.145047,-0.000507445,-0.175739,-0.154105,-0.142347,0.00266384,0.0141941,0.0399487,"Estes_NPRB-Pisa Pt., Attu-1-12-365:Estes_NPRB","Aleutian Islands",2,21,1.00102,1.00531,"site_slope","Ecoregion","1900-2015",52.9339,173.269,0.00746049,0.00361343,0.00807297,0.00180866,"Estes_NPRB","Estes_NPRB-Pisa Pt., Attu-1-12-365",365,1994,2008,0.0243941,0.0193182,-0.00464948,0.0153615,NA,NA,NA,NA,NA
-0.0902809,0.0435394,0.0182222,-0.200563,0.0234589,-0.181953,-0.0111304,-0.163428,-0.0211775,-0.206974,-0.177985,-0.162853,-0.0199418,-0.00655327,0.0195309,"Estes_NPRB-Pisa Pt., Attu-2-12-366:Estes_NPRB","Aleutian Islands",2,21,1.00181,1.00387,"site_slope","Ecoregion","1900-2015",52.9328,173.267,0.00746049,0.00361343,0.00807297,0.00180866,"Estes_NPRB","Estes_NPRB-Pisa Pt., Attu-2-12-366",366,1994,2008,0.0243941,0.0193182,-0.00464948,0.0153615,NA,NA,NA,NA,NA
-0.0462902,0.0409073,0.130667,-0.144871,0.0654531,-0.124245,0.0344308,-0.111966,0.0226162,-0.150802,-0.125463,-0.113369,0.0217151,0.0340134,0.0599536,"Estes_NPRB-Seguam-13-12-418:Estes_NPRB","Aleutian Islands",2,21,1.00157,1.00728,"site_slope","Ecoregion","1900-2015",52.2509,-172.603,0.00701265,0.00382067,0.00741569,0.00231024,"Estes_NPRB","Estes_NPRB-Seguam-13-12-418",418,1994,2010,-0.0136353,0.0266137,-0.0208461,0.0147071,NA,NA,NA,NA,NA
-0.0275931,0.037728,0.239333,-0.125385,0.06632,-0.0989415,0.0471504,-0.0880691,0.0348393,-0.124658,-0.099774,-0.0888432,0.0346195,0.0467665,0.0673965,"Estes_NPRB-Shemya-23-12-447:Estes_NPRB","Aleutian Islands",2,21,0.999593,1.00006,"site_slope","Ecoregion","1900-2015",52.7248,174.058,0.00801634,0.00352777,0.00801503,0.00175221,"Estes_NPRB","Estes_NPRB-Shemya-23-12-447",447,1987,2008,0.0408438,0.0117619,0.0130055,0.00823462,NA,NA,NA,NA,NA
-0.0362482,0.0362447,0.154222,-0.132096,0.0548051,-0.107862,0.0339657,-0.0941137,0.0263412,-0.130056,-0.107634,-0.0967738,0.0245312,0.0349288,0.0590698,"Estes_NPRB-Shemya-24-12-448:Estes_NPRB","Aleutian Islands",2,21,0.999763,1.00003,"site_slope","Ecoregion","1900-2015",52.727,174.059,0.00801634,0.00352777,0.00801503,0.00175221,"Estes_NPRB","Estes_NPRB-Shemya-24-12-448",448,1987,2008,0.0408438,0.0117619,0.0130055,0.00823462,NA,NA,NA,NA,NA
-0.0453354,0.0376282,0.117556,-0.144371,0.0488339,-0.118181,0.029086,-0.10739,0.014569,-0.141192,-0.11684,-0.105564,0.0169742,0.030796,0.0534077,"Estes_NPRB-Shemya-26-12-450:Estes_NPRB","Aleutian Islands",2,21,1.00007,1.00061,"site_slope","Ecoregion","1900-2015",52.7306,174.077,0.00801634,0.00352777,0.00801503,0.00175221,"Estes_NPRB","Estes_NPRB-Shemya-26-12-450",450,1987,2008,0.0408438,0.0117619,0.0130055,0.00823462,NA,NA,NA,NA,NA
-0.0661545,0.0373043,0.0386667,-0.160825,0.0332778,-0.138706,0.00714431,-0.126315,-0.00343125,-0.161224,-0.138753,-0.127266,-0.00421836,0.00707861,0.0331184,"Estes_NPRB-Shemya-27-12-451:Estes_NPRB","Aleutian Islands",2,21,1.00055,1.00278,"site_slope","Ecoregion","1900-2015",52.7371,174.084,0.00801634,0.00352777,0.00801503,0.00175221,"Estes_NPRB","Estes_NPRB-Shemya-27-12-451",451,1987,2008,0.0408438,0.0117619,0.0130055,0.00823462,NA,NA,NA,NA,NA
-0.0385732,0.0461369,0.199333,-0.154906,0.0830468,-0.131807,0.0451586,-0.113991,0.0394809,-0.158571,-0.129072,-0.116714,0.0370421,0.0508759,0.0805496,"Estes_NPRB-Shemya-28-12-452:Estes_NPRB","Aleutian Islands",2,21,1.00196,1.00633,"site_slope","Ecoregion","1900-2015",52.7389,174.086,0.00801634,0.00352777,0.00801503,0.00175221,"Estes_NPRB","Estes_NPRB-Shemya-28-12-452",452,1987,1997,0.101954,0.0338304,0.0723429,0.0203545,NA,NA,NA,NA,NA
-0.0467487,0.0377347,0.104667,-0.144858,0.0490165,-0.120571,0.0276787,-0.10692,0.0185538,-0.143618,-0.120513,-0.109338,0.0170002,0.0280289,0.0507101,"Estes_NPRB-Shemya-29-12-453:Estes_NPRB","Aleutian Islands",2,21,1.00275,1.00825,"site_slope","Ecoregion","1900-2015",52.7392,174.097,0.00801634,0.00352777,0.00801503,0.00175221,"Estes_NPRB","Estes_NPRB-Shemya-29-12-453",453,1987,2008,0.0408438,0.0117619,0.0130055,0.00823462,NA,NA,NA,NA,NA
-0.0734335,0.0367444,0.0251111,-0.164408,0.0201313,-0.147458,-0.00127033,-0.131566,-0.010394,-0.163656,-0.146115,-0.133565,-0.0121575,0.000226051,0.0215452,"Estes_NPRB-Shemya-30-12-454:Estes_NPRB","Aleutian Islands",2,21,0.999763,1.00074,"site_slope","Ecoregion","1900-2015",52.7386,174.1,0.00801634,0.00352777,0.00801503,0.00175221,"Estes_NPRB","Estes_NPRB-Shemya-30-12-454",454,1987,2008,0.0408438,0.0117619,0.0130055,0.00823462,NA,NA,NA,NA,NA
-0.0475043,0.0379147,0.108667,-0.145755,0.0487615,-0.116162,0.0310249,-0.112026,0.0121935,-0.148184,-0.120141,-0.108832,0.0164616,0.0273755,0.0480672,"Estes_NPRB-Shemya-31-12-455:Estes_NPRB","Aleutian Islands",2,21,1.00323,1.01274,"site_slope","Ecoregion","1900-2015",52.7371,174.11,0.00801634,0.00352777,0.00801503,0.00175221,"Estes_NPRB","Estes_NPRB-Shemya-31-12-455",455,1987,2008,0.0408438,0.0117619,0.0130055,0.00823462,NA,NA,NA,NA,NA
-0.0553902,0.0377308,0.0768889,-0.15185,0.0371553,-0.128362,0.019529,-0.117135,0.00934583,-0.148893,-0.128974,-0.11837,0.0088544,0.0190879,0.0419725,"Estes_NPRB-Shemya-34-12-456:Estes_NPRB","Aleutian Islands",2,21,1.00014,1.00201,"site_slope","Ecoregion","1900-2015",52.7319,174.121,0.00801634,0.00352777,0.00801503,0.00175221,"Estes_NPRB","Estes_NPRB-Shemya-34-12-456",456,1987,2008,0.0408438,0.0117619,0.0130055,0.00823462,NA,NA,NA,NA,NA
-0.0197568,0.0379526,0.308,-0.121803,0.0784663,-0.0914219,0.0560422,-0.0778972,0.0451731,-0.123314,-0.0948857,-0.0808633,0.0428066,0.0539195,0.0768536,"Estes_NPRB-Shemya-36-12-457:Estes_NPRB","Aleutian Islands",2,21,1.00265,1.01026,"site_slope","Ecoregion","1900-2015",52.7322,174.127,0.00801634,0.00352777,0.00801503,0.00175221,"Estes_NPRB","Estes_NPRB-Shemya-36-12-457",457,1987,2008,0.0408438,0.0117619,0.0130055,0.00823462,NA,NA,NA,NA,NA
-0.0415546,0.0381247,0.139333,-0.139874,0.0513158,-0.11968,0.0286397,-0.104559,0.020861,-0.138812,-0.117324,-0.105274,0.0206404,0.0326471,0.0565874,"Estes_NPRB-Shemya-37-12-458:Estes_NPRB","Aleutian Islands",2,21,1.00128,1.00273,"site_slope","Ecoregion","1900-2015",52.7315,174.131,0.00801634,0.00352777,0.00801503,0.00175221,"Estes_NPRB","Estes_NPRB-Shemya-37-12-458",458,1987,2008,0.0408438,0.0117619,0.0130055,0.00823462,NA,NA,NA,NA,NA
-0.0317149,0.0368897,0.194889,-0.122992,0.0604002,-0.104332,0.0409361,-0.0885344,0.0332194,-0.12322,-0.105743,-0.0935033,0.0286714,0.0398049,0.0598898,"Estes_NPRB-Shemya-38-12-459:Estes_NPRB","Aleutian Islands",2,21,1.0009,1.00094,"site_slope","Ecoregion","1900-2015",52.7302,174.131,0.00801634,0.00352777,0.00801503,0.00175221,"Estes_NPRB","Estes_NPRB-Shemya-38-12-459",459,1987,2008,0.0408438,0.0117619,0.0130055,0.00823462,NA,NA,NA,NA,NA
-0.0133459,0.0381597,0.360444,-0.116366,0.0807617,-0.0824455,0.0653515,-0.0732327,0.0502172,-0.11503,-0.0870086,-0.0747631,0.0494536,0.0612373,0.0856517,"Estes_NPRB-Shemya-39-12-460:Estes_NPRB","Aleutian Islands",2,21,1.00216,1.00219,"site_slope","Ecoregion","1900-2015",52.7275,174.143,0.00801634,0.00352777,0.00801503,0.00175221,"Estes_NPRB","Estes_NPRB-Shemya-39-12-460",460,1987,2008,0.0408438,0.0117619,0.0130055,0.00823462,NA,NA,NA,NA,NA
-0.0361333,0.0388147,0.172,-0.135354,0.0604058,-0.116437,0.0362844,-0.104326,0.0232227,-0.135059,-0.114026,-0.100567,0.0273451,0.0396226,0.0604402,"Estes_NPRB-Shemya-40-12-461:Estes_NPRB","Aleutian Islands",2,21,0.999506,0.999561,"site_slope","Ecoregion","1900-2015",52.7242,174.145,0.00801634,0.00352777,0.00801503,0.00175221,"Estes_NPRB","Estes_NPRB-Shemya-40-12-461",461,1987,2008,0.0408438,0.0117619,0.0130055,0.00823462,NA,NA,NA,NA,NA
-0.0434095,0.0379882,0.125333,-0.137418,0.0572514,-0.114106,0.0298978,-0.107665,0.0144316,-0.143739,-0.113845,-0.105613,0.0172886,0.0303715,0.0531114,"Estes_NPRB-Shemya-41-12-462:Estes_NPRB","Aleutian Islands",2,21,1.00364,1.01489,"site_slope","Ecoregion","1900-2015",52.7184,174.146,0.00801634,0.00352777,0.00801503,0.00175221,"Estes_NPRB","Estes_NPRB-Shemya-41-12-462",462,1987,2008,0.0408438,0.0117619,0.0130055,0.00823462,NA,NA,NA,NA,NA
-0.0227017,0.0371524,0.265111,-0.118251,0.0786623,-0.0948513,0.0515775,-0.0846055,0.0388443,-0.121939,-0.0945482,-0.0843501,0.0392896,0.0527094,0.076791,"Estes_NPRB-Shemya-42-12-463:Estes_NPRB","Aleutian Islands",2,21,1.00157,1.0064,"site_slope","Ecoregion","1900-2015",52.7111,174.154,0.00801634,0.00352777,0.00801503,0.00175221,"Estes_NPRB","Estes_NPRB-Shemya-42-12-463",463,1987,2008,0.0408438,0.0117619,0.0130055,0.00823462,NA,NA,NA,NA,NA
-0.0429678,0.0432236,0.153556,-0.146216,0.0660602,-0.134454,0.0390569,-0.110346,0.0333431,-0.152583,-0.125905,-0.112666,0.0316047,0.0482426,0.0615922,"Estes_NPRB-Unalaska-10-12-545:Estes_NPRB","Aleutian Islands",2,21,0.999535,0.999972,"site_slope","Ecoregion","1900-2015",53.3916,-167.647,0.00399772,0.00386103,0.00500791,0.0026341,"Estes_NPRB","Estes_NPRB-Unalaska-10-12-545",545,1994,2010,-0.0234682,0.0211315,-0.0276492,0.0161006,NA,NA,NA,NA,NA
0.00862624,0.0155862,0.721778,-0.035963,0.0504759,-0.0236837,0.0383039,-0.0157138,0.0338234,-0.0368928,-0.0229599,-0.0161409,0.0335544,0.0392479,0.0497282,"Ettinger_etal_2008-Sydney_1-13-31:Ettinger_etal_2008","Manning-Hawkesbury",14,22,1.00316,1.0091,"site_slope","Ecoregion","1900-2015",-33.9894,151.181,0.0188374,0.00288476,0.0222526,0.00205471,"Ettinger_etal_2008","Ettinger_etal_2008-Sydney_1-13-31",31,1989,2005,-0.00114945,0.0189374,0.0199419,0.0171221,NA,NA,NA,NA,NA
0.00514001,0.0603654,0.544667,-0.166821,0.153151,-0.111186,0.126487,-0.0919853,0.105008,-0.157216,-0.118612,-0.0969479,0.101272,0.120497,0.16985,"Feltzen_South-Feltzen South-9-78:Feltzen_South","Scotian Shelf",21,23,1.0008,1.0027,"site_slope","Ecoregion","1900-2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.000458472,0.0527274,0.503111,-0.131794,0.135761,-0.103375,0.103864,-0.0869599,0.0862356,-0.132856,-0.102618,-0.0850766,0.088596,0.104727,0.134242,"Fox_etal_1999-Blanco Reef-13-32:Fox_etal_1999","Oregon, Washington, Vancouver Coast and Shelf",20,24,1.00092,1.00296,"site_slope","Ecoregion","1900-2015",42.8359,-124.579,-0.0302442,0.00516145,-0.0155641,0.00317386,"Fox_etal_1999","Fox_etal_1999-Blanco Reef-13-32",32,1996,1999,-0.383645,0.725777,-0.416323,0.425515,NA,NA,NA,NA,NA
8.67152e-05,0.0540738,0.510444,-0.13542,0.138887,-0.111662,0.10414,-0.0930706,0.0837575,-0.139782,-0.109778,-0.0906354,0.0877132,0.106559,0.136821,"Fox_etal_1999-Humbug Mountain-13-33:Fox_etal_1999","Oregon, Washington, Vancouver Coast and Shelf",20,24,1.00156,1.00512,"site_slope","Ecoregion","1900-2015",42.6719,-124.445,-0.0302442,0.00516145,-0.0155641,0.00317386,"Fox_etal_1999","Fox_etal_1999-Humbug Mountain-13-33",33,1996,1999,-0.383645,0.725777,-0.416323,0.425515,NA,NA,NA,NA,NA
0.00306316,0.0523504,0.522889,-0.14267,0.128831,-0.104515,0.0979832,-0.0742163,0.0957513,-0.139537,-0.101042,-0.0831177,0.0887908,0.103763,0.137794,"Fox_etal_1999-Orford Reef-13-34:Fox_etal_1999","Oregon, Washington, Vancouver Coast and Shelf",20,24,1.0004,1.00248,"site_slope","Ecoregion","1900-2015",42.7916,-124.607,-0.0302442,0.00516145,-0.0155641,0.00317386,"Fox_etal_1999","Fox_etal_1999-Orford Reef-13-34",34,1996,1999,-0.383645,0.725777,-0.416323,0.425515,NA,NA,NA,NA,NA
-0.01225,0.053541,0.409333,-0.157155,0.129027,-0.112272,0.095668,-0.0991747,0.0750365,-0.158845,-0.116805,-0.0996199,0.074845,0.0926981,0.128491,"Fox_etal_1999-Redfish Rocks-13-35:Fox_etal_1999","Oregon, Washington, Vancouver Coast and Shelf",20,24,1.00086,1.00214,"site_slope","Ecoregion","1900-2015",42.695,-124.474,-0.0302442,0.00516145,-0.0155641,0.00317386,"Fox_etal_1999","Fox_etal_1999-Redfish Rocks-13-35",35,1996,1999,-0.383645,0.725777,-0.416323,0.425515,NA,NA,NA,NA,NA
-0.00391006,0.052677,0.469778,-0.137302,0.139869,-0.111629,0.0987759,-0.0915683,0.081491,-0.142615,-0.10812,-0.0900647,0.082937,0.104254,0.13662,"Fox_etal_1999-Rogue Reef-13-36:Fox_etal_1999","Oregon, Washington, Vancouver Coast and Shelf",20,24,1.00042,1.00245,"site_slope","Ecoregion","1900-2015",42.448,-124.477,-0.0302442,0.00516145,-0.0155641,0.00317386,"Fox_etal_1999","Fox_etal_1999-Rogue Reef-13-36",36,1996,1999,-0.383645,0.725777,-0.416323,0.425515,NA,NA,NA,NA,NA
0.073279,0.0509471,0.930667,-0.0694707,0.218126,-0.0273984,0.175574,-0.0162496,0.146494,-0.0873409,-0.0323636,-0.0106742,0.152756,0.172146,0.210344,"Gagnon_atal_2005-I_le aux Goelands-13-37:Gagnon_atal_2005","Gulf of St. Lawrence - Eastern Scotian Shelf",10,25,1.00094,1.00434,"site_slope","Ecoregion","1900-2015",50.2066,-63.5898,0.025987,0.00467231,0.0128351,0.00250485,"Gagnon_atal_2005","Gagnon_atal_2005-I_le aux Goelands-13-37",37,2000,2002,0.216436,0.0472604,-0.258244,0.297072,-0.375667,0.198801,-0.0187089,0.0354853,0
0.0828187,0.0501212,0.954222,-0.0810917,0.210508,-0.0196122,0.175298,0.00844063,0.163816,-0.0778667,-0.0210643,0.00308523,0.159249,0.174548,0.216966,"Gagnon_atal_2005-PetiteI_le au Marteau-13-38:Gagnon_atal_2005","Gulf of St. Lawrence - Eastern Scotian Shelf",10,25,1.00217,1.00536,"site_slope","Ecoregion","1900-2015",50.2066,-63.5898,0.025987,0.00467231,0.0128351,0.00250485,"Gagnon_atal_2005","Gagnon_atal_2005-PetiteI_le au Marteau-13-38",38,2000,2002,0.216436,0.0472604,-0.258244,0.297072,-0.375667,0.198801,-0.0187089,0.0354853,0
0.0669895,0.0790987,0.804667,-0.135577,0.274403,-0.094323,0.211768,-0.060407,0.192831,-0.138612,-0.0863704,-0.0608913,0.192511,0.221942,0.272583,"Gagnon_etal_2004-Firman-13-39:Gagnon_etal_2004","Gulf of St. Lawrence - Eastern Scotian Shelf",10,26,1.00159,1.00536,"site_slope","Ecoregion","1900-2015",50.2063,-63.6871,0.025987,0.00467231,0.0128351,0.00250485,"Gagnon_etal_2004","Gagnon_etal_2004-Firman-13-39",39,2000,2002,0.216436,0.0472604,-0.258244,0.297072,-0.375667,0.198801,-0.0187089,0.0354853,0
0.0709195,0.0784807,0.817778,-0.12751,0.272841,-0.0720134,0.229374,-0.0619444,0.19157,-0.131755,-0.0800932,-0.0565099,0.198662,0.223386,0.270094,"Gagnon_etal_2004-Havre-13-40:Gagnon_etal_2004","Gulf of St. Lawrence - Eastern Scotian Shelf",10,26,1.0016,1.00659,"site_slope","Ecoregion","1900-2015",50.2108,-63.6391,0.025987,0.00467231,0.0128351,0.00250485,"Gagnon_etal_2004","Gagnon_etal_2004-Havre-13-40",40,2000,2002,0.216436,0.0472604,-0.258244,0.297072,-0.375667,0.198801,-0.0187089,0.0354853,0
-0.0876693,0.0298024,0.00133333,-0.164469,-0.0144269,-0.148646,-0.0309499,-0.136664,-0.0400388,-0.164003,-0.146617,-0.136453,-0.0396597,-0.0288965,-0.0125976,"Gerard_ 1976-California_ Pacific Grove_ Point Cabrillo-13-41:Gerard_ 1976","Northern California",18,27,0.999503,0.999946,"site_slope","Ecoregion","1900-2015",36.6221,-121.903,-0.0113465,0.00472251,-0.00468634,0.00391757,"Gerard_ 1976","Gerard_ 1976-California_ Pacific Grove_ Point Cabrillo-13-41",41,1973,1976,0.465534,0.229251,0.0906542,0.193224,NA,NA,NA,NA,NA
0.0473693,0.076291,0.731333,-0.147517,0.254914,-0.0934546,0.202267,-0.0799021,0.164925,-0.147099,-0.0950297,-0.0730704,0.172425,0.201953,0.255126,"Haida_Gwaii-Arnold-23-1:Haida_Gwaii","North American Pacific Fijordland",16,28,1.00291,1.00853,"site_slope","Ecoregion","1900-2015",52.0987,-131.126,0.000994074,0.00441106,0.00412718,0.00318527,"Haida_Gwaii","Haida_Gwaii-Arnold-23-1",1,2010,2013,0.411202,0.232927,0.0897622,0.195908,-0.302,0.317471,-0.143335,0.0352577,0
0.0492382,0.0772864,0.741556,-0.132684,0.270388,-0.0978193,0.199359,-0.0922569,0.16208,-0.14559,-0.0961461,-0.0794721,0.178158,0.203172,0.261356,"Haida_Gwaii-Fuller-23-4:Haida_Gwaii","North American Pacific Fijordland",16,28,1.00275,1.01174,"site_slope","Ecoregion","1900-2015",52.7102,-131.443,0.000994074,0.00441106,0.00412718,0.00318527,"Haida_Gwaii","Haida_Gwaii-Fuller-23-4",4,2010,2013,0.411202,0.232927,0.0897622,0.195908,-0.1626,0.0707737,-0.0767931,0.0119055,0
0.0467532,0.0747811,0.734667,-0.140154,0.245874,-0.101998,0.192495,-0.0733909,0.172422,-0.153652,-0.100715,-0.0776402,0.169984,0.194376,0.243407,"Haida_Gwaii-Koya-23-5:Haida_Gwaii","North American Pacific Fijordland",16,28,1.00189,1.00743,"site_slope","Ecoregion","1900-2015",52.1799,-131.013,0.000994074,0.00441106,0.00412718,0.00318527,"Haida_Gwaii","Haida_Gwaii-Koya-23-5",5,2010,2013,0.411202,0.232927,0.0897622,0.195908,-0.302,0.317471,-0.143335,0.0352577,0
0.0323408,0.0753034,0.665556,-0.150679,0.243868,-0.119125,0.172831,-0.0817583,0.161619,-0.161475,-0.113539,-0.0886094,0.155305,0.1792,0.236761,"Haida_Gwaii-Moore-23-8:Haida_Gwaii","North American Pacific Fijordland",16,28,1.00421,1.01503,"site_slope","Ecoregion","1900-2015",52.1442,-131.047,0.000994074,0.00441106,0.00412718,0.00318527,"Haida_Gwaii","Haida_Gwaii-Moore-23-8",8,2010,2013,0.411202,0.232927,0.0897622,0.195908,-0.302,0.317471,-0.143335,0.0352577,0
0.0481575,0.0754561,0.739778,-0.145387,0.236994,-0.101003,0.196538,-0.0773461,0.170915,-0.141858,-0.0990713,-0.0753064,0.173296,0.200504,0.241117,"Haida_Gwaii-Murchison-23-9:Haida_Gwaii","North American Pacific Fijordland",16,28,1.00872,1.02701,"site_slope","Ecoregion","1900-2015",52.6157,-131.435,0.000994074,0.00441106,0.00412718,0.00318527,"Haida_Gwaii","Haida_Gwaii-Murchison-23-9",9,2010,2013,0.411202,0.232927,0.0897622,0.195908,-0.1626,0.0707737,-0.0767931,0.0119055,0
0.0569138,0.0752457,0.771556,-0.126941,0.261299,-0.0881067,0.205187,-0.0675821,0.176642,-0.125505,-0.086635,-0.0623887,0.183147,0.208637,0.262916,"Haida_Gwaii-Nelson-23-10:Haida_Gwaii","North American Pacific Fijordland",16,28,1.00331,1.01095,"site_slope","Ecoregion","1900-2015",52.8757,-131.672,0.000994074,0.00441106,0.00412718,0.00318527,"Haida_Gwaii","Haida_Gwaii-Nelson-23-10",10,2010,2013,0.411202,0.232927,0.0897622,0.195908,-0.3432,0.175354,-0.0863249,0.0314451,0
0.0159965,0.07542,0.574667,-0.194335,0.200572,-0.132273,0.159326,-0.0961964,0.150447,-0.183549,-0.131079,-0.106924,0.14153,0.160852,0.215431,"Haida_Gwaii-Skedans-23-11:Haida_Gwaii","North American Pacific Fijordland",16,28,1.00058,1.00109,"site_slope","Ecoregion","1900-2015",52.9258,-131.617,0.000994074,0.00441106,0.00412718,0.00318527,"Haida_Gwaii","Haida_Gwaii-Skedans-23-11",11,2010,2013,0.411202,0.232927,0.0897622,0.195908,-0.3432,0.175354,-0.0863249,0.0314451,0
0.0596755,0.0752936,0.782222,-0.143843,0.252366,-0.0810665,0.210624,-0.058962,0.185063,-0.136537,-0.0875002,-0.0607061,0.184062,0.207147,0.259788,"Haida_Gwaii-Vertical-23-12:Haida_Gwaii","North American Pacific Fijordland",16,28,1.00184,1.00301,"site_slope","Ecoregion","1900-2015",52.8983,-131.626,0.000994074,0.00441106,0.00412718,0.00318527,"Haida_Gwaii","Haida_Gwaii-Vertical-23-12",12,2010,2013,0.411202,0.232927,0.0897622,0.195908,-0.3432,0.175354,-0.0863249,0.0314451,0
-0.0725631,0.0365018,0.0193333,-0.166521,0.0156889,-0.14497,-0.00366739,-0.133683,-0.0133281,-0.165984,-0.144958,-0.133977,-0.0136999,-0.00374576,0.016823,"Harrold_Reed_1985-San Nicholas Island-13-44:Harrold_Reed_1985","Northern California",18,29,1.00049,1.00074,"site_slope","Ecoregion","1900-2015",33.2647,-119.577,0.00914797,0.00531847,0.00805686,0.00401089,"Harrold_Reed_1985","Harrold_Reed_1985-San Nicholas Island-13-44",44,1980,1982,0.442933,0.0593065,0.138081,0.0884878,NA,NA,NA,NA,NA
0.0190619,0.0354776,0.700444,-0.072446,0.10925,-0.0475837,0.0911358,-0.0422512,0.0741947,-0.0710649,-0.0518075,-0.0400402,0.077438,0.0880779,0.110597,"isla_natividad-Babencho Fished-14-1:isla_natividad","Southern California Bight",23,30,0.999908,1.00135,"site_slope","Ecoregion","1900-2015",27.6752,-115.155,0.0182783,0.00640611,0.0156653,0.00429881,"isla_natividad","isla_natividad-Babencho Fished-14-1",1,2006,2014,-0.136322,0.167915,-0.0497305,0.0692056,NA,NA,NA,NA,NA
0.0423284,0.0494218,0.805778,-0.0773269,0.171094,-0.0538621,0.13874,-0.0399989,0.12232,-0.0826874,-0.0527827,-0.0372209,0.125561,0.142362,0.167814,"isla_natividad-LaBarrita Fished-14-2:isla_natividad","Southern California Bight",23,30,1.00034,1.00181,"site_slope","Ecoregion","1900-2015",27.8953,-115.205,0.0182783,0.00640611,0.0156653,0.00429881,"isla_natividad","isla_natividad-LaBarrita Fished-14-2",2,2007,2009,0.0934159,0.644661,0.200656,0.0280105,-0.012,0.0508068,-0.00432845,0.0191798,0
-0.0150489,0.0365704,0.336444,-0.110078,0.0798199,-0.084857,0.0552522,-0.0769669,0.0440989,-0.108968,-0.0842358,-0.0750201,0.0470847,0.0567093,0.0808958,"isla_natividad-LaDulce Fished-14-3:isla_natividad","Southern California Bight",23,30,1.00537,1.01274,"site_slope","Ecoregion","1900-2015",27.8364,-115.143,0.0182783,0.00640611,0.0156653,0.00429881,"isla_natividad","isla_natividad-LaDulce Fished-14-3",3,2006,2014,-0.136322,0.167915,-0.0497305,0.0692056,NA,NA,NA,NA,NA
0.0294836,0.0387978,0.776444,-0.0652843,0.131801,-0.0450076,0.107193,-0.0346532,0.0931073,-0.064826,-0.0458258,-0.0337956,0.0943468,0.106466,0.132779,"isla_natividad-LaGuanera Fished-14-4:isla_natividad","Southern California Bight",23,30,1.0007,1.00334,"site_slope","Ecoregion","1900-2015",27.8724,-115.169,0.0182783,0.00640611,0.0156653,0.00429881,"isla_natividad","isla_natividad-LaGuanera Fished-14-4",4,2007,2014,-0.0599585,0.217377,0.00848209,0.0811648,NA,NA,NA,NA,NA
-0.00383581,0.0359352,0.460222,-0.0958704,0.0925445,-0.0717477,0.0666422,-0.0631892,0.053074,-0.096317,-0.0752643,-0.0624166,0.0544277,0.064377,0.0918695,"isla_natividad-LaPlana Reserve-14-5:isla_natividad","Southern California Bight",23,30,1.00134,1.00612,"site_slope","Ecoregion","1900-2015",27.8134,-115.166,0.0182783,0.00640611,0.0156653,0.00429881,"isla_natividad","isla_natividad-LaPlana Reserve-14-5",5,2006,2014,-0.136322,0.167915,-0.0497305,0.0692056,NA,NA,NA,NA,NA
